Time,LA_AccelerometerX,LA_AccelerometerY,LA_AccelerometerZ,LA_GyroscopeX,LA_GyroscopeY,LA_GyroscopeZ,LL_AccelerometerX,LL_AccelerometerY,LL_AccelerometerZ,LL_GyroscopeX,LL_GyroscopeY,LL_GyroscopeZ,N_AccelerometerX,N_AccelerometerY,N_AccelerometerZ,N_GyroscopeX,N_GyroscopeY,N_GyroscopeZ,RA_AccelerometerX,RA_AccelerometerY,RA_AccelerometerZ,RA_GyroscopeX,RA_GyroscopeY,RA_GyroscopeZ,RL_AccelerometerX,RL_AccelerometerY,RL_AccelerometerZ,RL_GyroscopeX,RL_GyroscopeY,RL_GyroscopeZ
2019-08-03 02:41:13.335259,-0.39453648570129796,1.1713480916200383,0.7544203984823225,-109.81245290291243,56.714595297700356,45.349845534903736,0.07003585077315719,1.0028422334742906,-0.1644986881653446,0.03895286425938394,-0.5907838814780875,0.08567390559501512,-0.962355941769229,-0.0198698432456046,0.43494446974608547,-3.3215773020940484,10.73008622848652,-2.9162294064652374,-0.2582564474914754,-0.8616330896102693,0.27152032897696143,1.9519767321565324,10.182798097114413,1.3220155184495308,-0.1077220000474506,-0.9998206805757458,-0.10963195535663321,0.22023094525042447,1.2638462458032493,-1.3133763053384089
2019-08-03 02:41:13.345259,-0.39234773040379384,1.1450569278736469,0.7658848252357023,-112.76102899919775,57.613282076260695,42.73218837079112,0.06711009894073403,1.001388553069823,-0.16911940439330939,-0.14630813490363645,-0.18798137794133707,0.2237265024573833,-0.9647147260484839,-0.021465800106842927,0.4425224809939541,-3.5585178514398152,11.027514425680836,-2.2270782190783507,-0.284538061041269,-0.904085453969939,0.3256634322345881,4.468916024757408,21.012982054996662,-0.7820773140559868,-0.10492137777482877,-1.0007025011395387,-0.1084308486654551,0.1696649459417253,1.3563135118375407,-1.2931264642425055
2019-08-03 02:41:13.355259,-0.42535761346860085,1.1367633813568088,0.8055640336262717,-116.50214380929481,63.59027820762187,38.13327230900767,0.07616210683750356,0.9946353928293469,-0.1679396037692424,-0.3612116914857332,0.04992921539603155,0.35650781278610255,-0.9633735331802515,-0.023505802560047317,0.44675768295476503,-3.1119879633242897,11.216947775551233,-1.2008954052348462,-0.29094104439348933,-0.9299330366243369,0.34864632602710494,5.05096679575675,25.66119861514896,-1.491391127508617,-0.1074268194737833,-1.0017268187470036,-0.1073930122912293,0.07691967278626792,1.3729165785647945,-1.1871214206355012
2019-08-03 02:41:13.365259,-0.48132306004394154,1.124637165161737,0.8334656456263428,-121.47975466465425,72.44189631521596,31.989260638240733,0.07560323098230728,0.9928020009670947,-0.1652304725018592,-0.6917047523746023,0.24255386428022283,0.40141209127789435,-0.967286071128221,-0.029827418255836638,0.44636558621733075,-2.8888320654049977,10.222701646042735,-0.42007335768383036,-0.28338282645596513,-0.9477421219623808,0.3564867057143125,6.033369833076776,28.58143718013407,-2.0655699952283246,-0.11020807075994161,-1.00305562624137,-0.10726501186064426,-0.013010959558686563,1.3852194356950103,-1.0438703298733627
2019-08-03 02:41:13.375259,-0.5071649734504395,1.1186844454979807,0.8318198694309442,-124.54494962736368,76.47841503416235,28.527574999226438,0.0775229369711779,0.9932490834823211,-0.16453009172566654,-0.8111979125995255,0.5818063285260829,0.4222312097106443,-0.9612365975004319,-0.04997082270425081,0.44564107094357563,-4.486195200483435,7.807905868933252,0.7866002022946446,-0.25612697970389237,-0.9659322632881739,0.3558126803846245,8.155765816448557,31.434480095282332,-2.408330513528249,-0.10827378596770765,-1.0045552924656476,-0.10884110504850178,-0.05108665589467802,1.4812676579929127,-0.9634047770635905
2019-08-03 02:41:13.385259,-0.5513309208523081,1.10551539772488,0.7973189578822739,-130.87535896845435,81.22365389256308,22.54638354060049,0.08030567864485728,0.9888163249509031,-0.1616961284102292,-0.8976537601075857,0.5430100116079013,0.42812543868642683,-0.9492382064596521,-0.053893637336254144,0.4485740673811262,-6.209970703838045,5.366885229958597,1.811073495569745,-0.20786271084951158,-0.9634322070606358,0.35912868022065775,11.465306234188382,36.994453777740056,-2.694413347549006,-0.10753604736580548,-1.0041353278339273,-0.11196639866120843,-0.13211239172075037,1.5067012243353213,-0.8407633965122145
2019-08-03 02:41:13.395259,-0.6268300869398662,1.1154276941910648,0.7705625004205378,-137.53643145001965,81.99403323968964,15.322409771933478,0.07282295320124411,0.9875456449504818,-0.1592445020690614,-1.11589117302502,0.9517650763661335,0.3874620056260606,-0.9378161968288056,-0.05325577162090707,0.45286398328675787,-6.485231612576549,3.8319318197799355,2.360734699963028,-0.18247335256178213,-0.9597103167943759,0.37442101379593506,15.635690998390249,47.61893304226811,-2.257362617072405,-0.10742422517927573,-1.0042911797405076,-0.11162573658441718,-0.25294649521005064,1.555066577905095,-0.7416074472943468
2019-08-03 02:41:13.405259,-0.6511309959145061,1.1274194251861207,0.7672179359584339,-139.06674800047557,82.24592455830438,13.522596935344692,0.07620976331078066,0.9852162463587304,-0.1614911331049533,-0.9381866504940075,0.9895755208217062,0.35125243860970456,-0.9291421763434254,-0.05881320090276335,0.45101122598155935,-6.51582386894545,2.39319416297663,2.740826500616731,-0.18021507375575058,-0.9570329151034065,0.37755295246574533,16.57156687343487,50.498961406487545,-2.0718436114572607,-0.10732311567060085,-1.0057614046445107,-0.10749013828339722,-0.37488332806047425,1.7164961759227593,-0.7160857305062487
2019-08-03 02:41:13.415259,-0.6881632093893165,1.1612747300986352,0.7837962524646691,-143.41596599829526,73.67872265183534,8.160889842024753,0.08322581186593683,0.9830754311762439,-0.15896995500113723,-0.9604043282928458,0.6429764814064982,0.28115285933994744,-0.9101362298394395,-0.06525143518068055,0.44473472253829405,-7.44611100612318,0.576008501240855,3.150792061723567,-0.1827227039561404,-0.9547446017674754,0.37463772924974903,16.637606542454186,51.94660981973411,-2.0752568960895883,-0.11192534382288624,-1.0032678697786084,-0.11021819520367261,-0.48480661378599804,1.8921843048164635,-0.6642611390552761
2019-08-03 02:41:13.425259,-0.7295287100170919,1.1908741326219203,0.8200111694821823,-148.9659485833624,61.25391651031831,1.505461864899279,0.08321906996069058,0.9852680349126718,-0.16017842905592983,-0.9360695884525306,0.5923679551782832,0.2489010665886308,-0.8978776801210048,-0.06632230118822058,0.43621113709017356,-7.938674984402942,-0.5553469752906096,3.609457172944714,-0.1719356318471426,-0.9519324107250837,0.3747886690991181,18.60578412288766,59.627855011575846,-2.1223113231382196,-0.11576326486117441,-0.9989846020771748,-0.1137236868803806,-0.5103832254592903,2.010620473863549,-0.5906308393207547
2019-08-03 02:41:13.435259,-0.7330836997166479,1.2224850991402332,0.8272161984626601,-151.091951084143,55.07209612527079,-1.6364052001864033,0.07560757205208882,0.9866778257258834,-0.16259916575052502,-0.7586181115608481,0.974035103729008,0.2666599407491641,-0.8928700007926064,-0.06029712294937875,0.4294560733388391,-7.729081897255283,0.1120652489648241,3.743790233744689,-0.15603580709311088,-0.9346967348785861,0.40660796095935714,23.12322232947776,79.97498055282318,-2.0855085032803666,-0.11357751465809288,-0.9981061801466414,-0.1100285146993371,-0.4379253513111493,2.045808833606524,-0.5527994543779948
2019-08-03 02:41:13.445259,-0.6885656162536438,1.23060094032099,0.7904677823720725,-154.22431538648493,45.339411924949765,-7.536896944345021,0.0729880376255892,0.9944575784520986,-0.1588866633237778,-0.7284663495408499,1.3945270892321784,0.16107555981978333,-0.8982108365992987,-0.05405503029932335,0.4170243216017436,-8.212720455923211,1.153227487086185,3.638931405713213,-0.1732354489076829,-0.9174824322198656,0.4413460926897515,26.76343160373377,96.06675751959493,-2.864051446658461,-0.1138492951506976,-0.9998849995614145,-0.11090132789293271,-0.41411330483248365,2.00060708942162,-0.5404689040661003
2019-08-03 02:41:13.455259,-0.6745194672271106,1.1813485700919346,0.7842001465481857,-161.0065152430643,37.27178385338708,-16.733452050890385,0.06966323852914932,0.9953663366104888,-0.16019395726802516,-0.6537994993800645,1.3327759539339366,0.064127584653183,-0.9015136211079172,-0.05128831353293768,0.41460839715408854,-8.644058586637692,1.5204777294692553,3.5473159384587243,-0.21830297777264548,-0.9078799079544186,0.4642675923118487,29.634055496511955,108.26017589201166,-5.262751717722499,-0.11459010631345479,-1.0015391898105959,-0.11386791920936286,-0.43169472299584,1.9306304756976538,-0.55889099691106
