Time,LA_AccelerometerX,LA_AccelerometerY,LA_AccelerometerZ,LA_GyroscopeX,LA_GyroscopeY,LA_GyroscopeZ,LL_AccelerometerX,LL_AccelerometerY,LL_AccelerometerZ,LL_GyroscopeX,LL_GyroscopeY,LL_GyroscopeZ,N_AccelerometerX,N_AccelerometerY,N_AccelerometerZ,N_GyroscopeX,N_GyroscopeY,N_GyroscopeZ,RA_AccelerometerX,RA_AccelerometerY,RA_AccelerometerZ,RA_GyroscopeX,RA_GyroscopeY,RA_GyroscopeZ,RL_AccelerometerX,RL_AccelerometerY,RL_AccelerometerZ,RL_GyroscopeX,RL_GyroscopeY,RL_GyroscopeZ
2019-08-03 16:33:05.824264,-0.22324236304325226,1.665765922943669,1.2849685980409324,-55.73794503507448,162.84428852818124,209.82298939729526,1.160332386890964,0.8909596437400797,-0.5661655463438168,19.961355994091118,38.53336283970674,30.078412931684333,-1.211155569583153,-0.04700917403327867,0.41135574015007037,-162.65800385637564,85.02823374301128,49.78370272950264,-0.8536089209015458,-0.9786393154463193,0.5539810378995712,49.269728604836,212.8378526958465,114.92564674297566,0.07306510427243808,-1.0113845076058179,-0.14333965045938796,-5.629977697755537,-13.539100618761854,5.290181306082585
2019-08-03 16:33:05.834264,-0.2432708190218546,1.2209400437930393,1.2474026598758714,-150.21382497990993,159.93888472092598,91.29521143879391,-1.7645082718700074,0.2250795685790122,-0.7575043058640006,59.97276003893808,382.5361449635258,-43.897115513693066,-1.0608638081146884,0.17394300174807095,0.22709958568775532,-85.2682033188315,24.037645340651885,29.17355436994847,-1.0206314059819788,-0.9518411557332441,0.4533143865740542,51.70736594761762,185.04115959076785,114.19631528497057,0.07020638221938111,-1.008871017444033,-0.14067870873693983,-5.519932248817659,-13.554301050252883,6.415255817269187
2019-08-03 16:33:05.844264,-0.2890900403608851,1.2285947923138396,1.2652043915104623,-153.9130636622997,167.19556795405796,90.25828767679465,-0.43884855127363376,0.5072511927889731,-0.694368387458324,49.68310590240198,283.0850914736432,-21.37937483815063,-0.9604325319985796,0.2485196391906694,0.15861481686986403,-66.61509564328418,-6.895130039838325,23.071589659218642,-1.105737582806407,-0.9866718900725212,0.35406022125914954,57.298535862380334,167.3559588553269,110.87276849283481,0.06781448672644794,-0.997693306536609,-0.1507527668599376,-5.494109437540458,-14.43571624453744,7.828292442928862
2019-08-03 16:33:05.854264,-0.37849493823536257,1.253242210831116,1.3352206241956601,-176.7760502667451,172.5130889707918,62.17581538384796,-0.043089476792725345,0.6545592535523865,-0.6157650715488816,51.98351157030142,283.820753702579,-29.530164856876418,-0.9741234634220483,0.26439924812473325,0.1942898337597908,-63.03951749610755,-1.3122054889911816,24.20557589900544,-1.1440445535828823,-1.0206516619655397,0.2891349052173113,59.24023092284973,160.04582547101583,110.67096758654023,0.04047383100954334,-0.9850475876227819,-0.17378759451636677,-5.7980131044356416,-14.539928027773458,9.293715859766467
2019-08-03 16:33:05.864264,-0.4592947956585067,1.2381632133615876,1.4216169383855826,-193.906833807414,160.61997787290548,42.97593728508216,-0.19282799856780483,0.6599105755101701,-0.6004410355259168,61.975396209188425,326.04866902128697,-47.75727710015733,-0.9267264151910997,0.2938412299506915,0.22515009058754284,-60.29182592151957,-6.021561092656763,25.50325136952663,-1.2475631079951823,-1.0529897882976025,0.14752068472763272,61.127782538476026,153.1524266455073,116.5792469620659,0.02796103067144483,-0.979905312543878,-0.17106294212136544,-5.761582564317676,-14.359262136912898,10.192214437613007
2019-08-03 16:33:05.874264,-0.40698741443082975,1.3072238850229907,1.6207273810746323,-178.2942279830781,180.93518510565636,37.56463629650361,-0.21676858957213377,0.7372625295517088,-0.571766900969088,70.56879596367891,328.0587085314477,-54.51971295589645,-0.910890333113141,0.3032502165767306,0.23998079300655586,-61.41756349678593,-6.589288551932452,26.13631302438804,-1.2929989019318942,-1.030739187316485,0.07039823865106201,60.4103319288591,154.3572226443187,122.61127117310544,0.019085042169976113,-0.9721221005437991,-0.16497722962587474,-5.781124019687826,-14.668372647798522,10.967456829111036
2019-08-03 16:33:05.884264,-0.375575815924292,1.3293995967108396,1.6579700212803232,-171.492973383555,187.3139981724219,38.70818365488003,-0.4863173821495568,0.8065310051745113,-0.40497282792851963,71.18825225898169,344.3207328967457,-67.13021335589339,-0.9326619570725572,0.28926864827623033,0.23893579279183574,-62.583171199185486,-6.66961988352363,27.933929403653426,-1.3105754023080087,-0.9995124138618009,0.03591739913915508,58.1164461889618,157.7662170520032,125.02355339756224,0.012860692208961286,-0.9698161224852577,-0.15725922441463647,-5.930966829267503,-15.89765957693041,11.960139669319798
2019-08-03 16:33:05.894264,-0.5741843463419237,1.1017184412153884,1.248896338499208,-236.90292970439583,108.72043674806083,29.41026391562927,-0.40590547653205034,0.8357258577308284,-0.1198318362363279,67.47832361600518,347.6956116991989,-78.28720038809499,-0.9395934437394917,0.27054550481357437,0.23699987605997344,-67.21532739078471,-7.812036395534996,30.144370991127378,-1.3810589268488278,-0.9327748961208028,-0.04473235538115214,48.91998751804792,170.35224128030342,133.87047008032388,0.01008120716172473,-0.9817267485771881,-0.14529445801207333,-6.0975363740636155,-18.531250501373265,13.386087074485621
2019-08-03 16:33:05.904264,-0.5568553171584043,1.098922985158579,1.3630656179153335,-218.95027930947117,132.53406451995667,40.10520016108581,-0.47179048057187023,0.8414679195568967,0.08856909544495484,68.47202457074333,327.7626376801048,-81.9532730919151,-0.9757885928588947,0.2392720042727087,0.22465886128182336,-68.20617060897034,-4.76069147826735,30.890476782878864,-1.454872089812852,-0.899060504336272,-0.1144834881482954,40.52112102898209,185.2753076809579,145.0178092827259,0.0025682854017609223,-0.9942819307277417,-0.18576777186482052,-6.485284611478676,-22.104302593811152,14.4954204408866
2019-08-03 16:33:05.914264,-0.5446833299183806,1.034823107530566,1.333339943817323,-224.62646491970952,123.53657166699224,41.80018467389159,-0.534185974166064,0.8713852973218259,0.19342971232893993,62.38309335566749,293.84356905003074,-85.69012886523903,-1.0183359024349379,0.21503131064743922,0.24181617600102442,-72.1190354544492,11.302245020167316,29.353358285107095,-1.5250270494243865,-0.9021994157839597,-0.17109403867162304,32.32942483800292,195.1243143479718,155.88410273168947,-0.016062082270654303,-0.9875464900403276,-0.2392603813213928,-5.7310426067998534,-29.322643818444302,15.296190553822155
